LEVEL,PROMPT_ID,PROMPT_TEXT,SKILL_LEVEL,DOMAIN,SOURCE_TYPE,C1_SCORE,C2_SCORE,C3_SCORE (OUTPUT SPEC),C4_SCORE,C5_SCORE,C6_SCORE,FINAL_SCORE,JUSTIFICATION,STRENGTHS,GAPS,CHATGPT_SCORES,GEMINI_SCORES,CLAUDE_SCORES,KAPPA_FLAG,SCORE_SOURCE,STATUS,SOURCE_LOG_ID,DATASET_SPLIT
Weak,PELS-L1-EDU-019,give me question paper,Weak,EDU,intern,2,1,1,2,1,1,1.35,"Requests a resource but provides no subject, class, board, or year.",Resource type implied.,"No subject, level, board, or topic given.","2,2,2,3,2,2","2,1,1,2,1,1","3,2,2,1,2,1",NO,auto_mean,approved,SL-019,train
Weak,PELS-L1-EDU-020,study plan,Weak,EDU,synthetic,2,1,1,1,1,1,1.15,"Just two words; no exam, timeframe, subjects, or personal constraints mentioned.",Outcome type is identified.,"No exam, timeframe, subjects, or schedule constraints.","1,1,2,1,2,2","1,1,2,1,1,1","3,1,2,1,1,1",NO,auto_mean,approved,SL-020,train
Weak,PELS-L1-EDU-021,i need help with maths,Weak,EDU,synthetic,2,1,1,1,1,1,1.15,Slightly longer but adds no useful scope. Could mean any math topic at any level.,Subject and intent present.,"No topic, class, or nature of problem specified.","3,1,2,2,1,2","1,1,2,2,2,2","2,1,1,2,2,1",NO,auto_mean,approved,SL-021,train
Weak,PELS-L1-EDU-022,tell me important topics,Weak,EDU,intern,2,2,1,2,1,1,1.55,"Implies exam context but no subject, board, or exam is mentioned.",Implies exam relevance.,"No subject, exam, board, or chapter specified.","1,2,1,1,2,2","2,2,1,1,1,1","3,3,1,1,2,1",NO,auto_mean,approved,SL-022,train
Weak,PELS-L1-EDU-023,doubt in chapter 3,Weak,EDU,synthetic,2,2,1,2,1,1,1.55,"References a chapter but no subject, concept, or question is stated.",Implies curriculum context.,"No subject, no actual question, no class.","3,2,1,2,1,1","2,2,1,2,2,2","2,3,2,3,1,2",NO,auto_mean,approved,SL-023,train
Weak,PELS-L1-EDU-024,explain cell,Weak,EDU,intern,2,2,1,2,1,1,1.55,"Names a concept but cell has meanings in biology, physics, and tech.",Concept named.,"Ambiguous domain, no grade, no format, no depth.","3,2,2,1,1,1","1,1,2,3,1,1","2,3,1,3,1,1",NO,auto_mean,approved,SL-024,train
Weak,PELS-L1-EDU-025,revision help,Weak,EDU,synthetic,2,1,1,1,1,1,1.15,"Vague revision request with no subject, timeline, or method preference.",Implies upcoming exam.,"No subject, level, timeframe, or format.","3,2,1,2,1,1","1,1,2,1,1,1","1,1,1,2,1,1",NO,auto_mean,approved,SL-025,train
Weak,PELS-L1-EDU-026,english grammar mistakes correct it,Weak,EDU,synthetic,2,2,1,1,1,1,1.35,No sample text provided. Cannot correct something that doesn't exist in the prompt.,Task type is identified.,"No text provided, no grammar rule focused on.","3,2,2,2,1,2","1,1,1,2,1,2","1,2,2,2,1,1",NO,auto_mean,approved,SL-026,train
Weak,PELS-L1-EDU-027,notes on evolution,Weak,EDU,intern,2,2,1,2,1,1,1.55,"Names a topic but provides no class level, board, format, or length guidance.",Topic is identified.,"No class, board, format, or length specified.","1,1,1,2,1,1","1,3,1,3,1,1","3,2,2,3,1,1",NO,auto_mean,approved,SL-027,train
Weak,PELS-L1-EDU-028,how to pass exam,Weak,EDU,synthetic,2,2,1,1,1,1,1.35,"Generic question about passing any exam. No subject, strategy, or timeframe given.",Goal is clear.,"No subject, board, exam name, or study approach mentioned.","1,1,1,1,1,2","2,2,2,2,1,1","1,3,1,1,1,1",NO,auto_mean,approved,SL-028,train
Weak,PELS-L1-EDU-029,what is osmosis explain,Weak,EDU,intern,2,2,1,2,1,1,1.55,"Names a concept but lacks grade context, format, and output length guidance.","Concept named, explanation requested.","No grade, analogy request, or output format.","1,1,1,2,1,1","1,1,2,1,1,1","2,1,1,2,2,2",NO,auto_mean,approved,SL-029,train
Weak,PELS-L1-EDU-030,can u explain this chapter,Weak,EDU,synthetic,2,1,1,1,1,1,1.15,No chapter or subject identified. Informal phrasing. Cannot be answered at all.,Intent is clear.,"No chapter, subject, or grade given.","2,2,2,1,1,1","2,1,2,1,1,1","3,1,1,2,1,1",NO,auto_mean,approved,SL-030,train
Weak,PELS-L1-EDU-031,physics numericals help,Weak,EDU,synthetic,2,2,1,2,1,1,1.55,"Names a type of problem but no chapter, class, or specific problem shared.",Type of help identified.,"No chapter, class, specific question, or formula context.","3,3,1,2,2,1","2,1,2,2,1,2","3,3,2,3,2,2",NO,auto_mean,approved,SL-031,train
Weak,PELS-L1-EDU-032,full form of dna,Weak,EDU,intern,2,2,1,2,1,1,1.55,Minimal factual lookup with no educational goal or context. Single answer suffices.,"Clear, specific query.","No educational purpose, follow-up, or application asked.","1,2,1,1,2,1","3,2,2,1,2,1","3,2,2,2,1,1",NO,auto_mean,approved,SL-032,train
Weak,PELS-L1-EDU-033,why light refracts,Weak,EDU,synthetic,2,2,2,2,2,1,1.9,"Basic conceptual question without specifying depth, audience, or format.",Clear concept named.,"No grade, depth, format, or example type specified.","3,2,3,1,1,1","3,2,3,3,1,2","3,2,2,3,1,1",NO,auto_mean,approved,SL-033,train
Weak,PELS-L1-EDU-034,give me solved examples maths,Weak,EDU,intern,2,2,1,2,1,1,1.55,"Requests examples without mentioning the topic, class, or board.",Resource type clear.,"No topic, class, or board mentioned.","2,1,1,3,2,2","2,2,1,2,2,1","3,2,2,1,2,1",NO,auto_mean,approved,SL-034,train
Weak,PELS-L1-EDU-035,how cells work,Weak,EDU,synthetic,2,2,1,2,1,1,1.55,"Vague phrasing without specifying plant/animal, level, or format.",Topic implied.,"No organism, level, or format defined.","2,3,2,3,2,1","1,1,2,2,1,1","1,1,1,1,1,2",NO,auto_mean,approved,SL-035,train
Weak,PELS-L1-EDU-036,explain law of motion in simple words,Weak,EDU,synthetic,2,2,2,2,2,1,1.9,"Simple instruction but names only a category, not a specific law, and lacks grade context.",Requests simplified language.,Does not specify which law; no grade or example format.,"1,2,2,3,3,1","3,3,2,2,2,1","1,3,3,1,1,1",NO,auto_mean,approved,SL-036,train
Weak,PELS-L1-EDU-037,give me mcq on economics,Weak,EDU,intern,2,2,1,2,1,1,1.55,"Names a subject but no chapter, class, difficulty, or number of questions.",Question type specified.,"No chapter, class, difficulty, or quantity.","1,1,2,3,1,1","3,1,1,2,1,1","3,3,2,3,1,1",NO,auto_mean,approved,SL-037,train
Weak,PELS-L1-EDU-038,i have exam tomorrow help,Weak,EDU,synthetic,2,1,1,1,1,1,1.15,"Urgent but useless. No subject, exam board, topics, or format of help requested.",Urgency conveyed.,"No subject, board, topic, or type of help.","3,2,2,1,2,1","1,2,1,1,1,1","3,1,2,1,2,1",NO,auto_mean,approved,SL-038,train
Weak,PELS-L1-EDU-039,write my assignment,Weak,EDU,intern,2,1,1,1,1,1,1.15,"Requests task completion with zero detail. No subject, topic, or format.",Task type clear.,"No subject, topic, length, or style specified.","2,1,1,2,1,1","2,1,1,2,1,1","1,1,1,2,1,2",NO,auto_mean,approved,SL-039,train
Weak,PELS-L1-EDU-040,formula list chemistry,Weak,EDU,synthetic,2,2,1,2,1,1,1.55,"Requests a list but no chapter, class, or board is specified.",Resource type clear.,"No chapter, class, or board specified.","1,1,1,2,1,2","2,2,1,1,1,1","3,3,1,3,1,1",NO,auto_mean,approved,SL-040,train
Weak,PELS-L1-EDU-041,meaning of hypothesis,Weak,EDU,synthetic,2,2,1,2,1,1,1.55,Simple definition request with no discipline or grade level provided.,Concept named.,"No discipline, grade, or usage example requested.","1,2,1,2,1,2","3,3,2,3,1,1","1,2,1,2,1,1",NO,auto_mean,approved,SL-041,train
Weak,PELS-L1-EDU-042,how light works,Weak,EDU,intern,2,2,1,2,1,1,1.55,Very broad. Optics spans multiple chapters and levels.,Domain hint present.,"No chapter, grade, or specific phenomenon named.","2,3,2,2,2,1","2,1,2,3,1,1","3,3,2,1,1,2",NO,auto_mean,approved,SL-042,train
Weak,PELS-L1-EDU-043,explain gravity briefly,Weak,EDU,synthetic,2,2,2,2,2,1,1.9,"Has a constraint word but no level, format, or example type.",Output length hint present.,"No grade, example, or format specified.","2,1,2,1,1,1","2,2,1,2,2,1","2,2,2,2,1,1",NO,auto_mean,approved,SL-043,train
Weak,PELS-L1-EDU-044,help me learn periodic table,Weak,EDU,intern,2,2,1,2,1,1,1.55,"Names content but no method, timeframe, class, or board specified.",Learning goal identified.,"No method, timeframe, or level specified.","1,3,2,1,1,1","3,1,2,1,1,1","1,1,2,1,1,1",NO,auto_mean,approved,SL-044,train
Weak,PELS-L1-EDU-045,class 10 board tips,Weak,EDU,synthetic,2,2,2,2,2,2,2.0,"Grade and exam type partially given, but no subject or strategy type.",Grade level mentioned.,"No subject, board name, or strategy type.","2,3,1,3,1,2","3,2,2,1,3,3","3,3,1,1,2,1",NO,auto_mean,approved,SL-045,train
Developing,PELS-L2-EDU-047,You are a biology teacher. Explain the Krebs cycle step by step.,Developing,EDU,intern,6,6,4,6,5,3,5.15,Uses role assignment effectively. Step-by-step structure is requested but no word limit or audience age given.,Role framing and structure clearly specified.,"No audience age, length constraint, or output format.","7,5,5,5,5,4","6,7,4,5,6,4","6,5,4,6,4,3",YES,human_override,approved,SL-047,train
Developing,PELS-L2-EDU-048,Help me make a study timetable for my final exams next week,Developing,EDU,synthetic,5,5,4,5,4,3,4.45,"Provides goal and timeframe. Missing subjects, hours available, and priorities.",Timeframe is present. Goal is actionable.,"No subjects, available hours, or priority ranking.","5,6,4,6,3,3","4,6,5,6,4,4","6,5,4,5,5,4",YES,human_override,approved,SL-048,train
Developing,PELS-L2-EDU-049,Explain the difference between mitosis and meiosis with examples,Developing,EDU,intern,5,5,4,5,4,3,4.45,"Requests a comparison and examples. Missing grade, depth, and format guidance.",Comparison structure and example request present.,"No grade, format, or length constraint.","5,5,3,4,4,3","4,5,5,6,5,3","5,4,4,5,3,3",YES,human_override,approved,SL-049,train
Developing,PELS-L2-EDU-050,I have my class 10 science exam in 3 days. Give me the most important topics to revise.,Developing,EDU,synthetic,6,5,5,5,5,4,5.05,"Provides class level and urgency. Missing board name, specific subjects, and output format.",Grade and timeline both present.,"No board (CBSE/ICSE), specific chapter list, or format.","5,5,5,5,5,5","7,5,6,4,6,3","5,4,6,5,5,5",YES,human_override,approved,SL-050,train
Developing,PELS-L2-EDU-051,Can you create 10 MCQs on the chapter Electricity for class 10?,Developing,EDU,synthetic,6,6,5,6,5,4,5.45,"Specifies question type, chapter, quantity, and class. Missing difficulty and answer key request.","Question type, count, chapter, and grade all present.",No difficulty level or answer key format specified.,"5,7,5,7,6,4","6,5,4,6,4,4","7,5,5,7,6,4",YES,human_override,approved,SL-051,train
Developing,PELS-L2-EDU-052,Explain Newton's laws of motion with real-life examples,Developing,EDU,intern,5,5,4,5,4,3,4.45,Requests examples and names specific laws. Missing grade and output length.,"Real-life examples requested, topic named.","No class level, format, or length constraint.","5,6,5,5,4,4","6,5,4,6,4,3","5,5,3,4,5,2",YES,human_override,approved,SL-052,train
Developing,PELS-L2-EDU-053,Make a short summary of the chapter Chemical Reactions and Equations,Developing,EDU,synthetic,5,5,4,5,4,3,4.45,"Names chapter and requests summary format. Missing class, board, and length.",Chapter and format type present.,"No grade, board, or word count specified.","5,4,5,6,5,2","4,4,5,5,4,4","6,6,5,5,3,2",YES,human_override,approved,SL-053,train
Developing,PELS-L2-EDU-054,Explain the water cycle to me like I am a 7th grader,Developing,EDU,intern,6,5,5,5,5,3,4.95,"Provides audience age in metaphor. Missing output format, length, and example type.",Audience level embedded in phrasing.,No output format or length constraint.,"6,4,5,4,5,2","7,6,4,5,4,2","7,5,6,4,6,3",YES,human_override,approved,SL-054,train
Developing,PELS-L2-EDU-055,How do I prepare for JEE Mains chemistry section? Give me a 2-week plan.,Developing,EDU,synthetic,6,6,6,6,5,5,5.75,Names exam and section; requests a plan with duration. Missing topics to prioritize and daily hour breakdown.,"Exam name, subject, and timeframe present.",No priority topic list or daily time allocation.,"5,5,7,6,5,5","6,6,5,5,5,5","5,5,6,6,4,6",YES,human_override,approved,SL-055,train
Developing,PELS-L2-EDU-056,You are a math teacher. Solve this quadratic equation and explain each step: x^2 - 5x + 6 = 0,Developing,EDU,synthetic,6,6,5,6,5,4,5.45,Uses role framing and provides a concrete problem. Missing output length and format for notes.,Role framing and specific problem provided.,No format constraint or follow-up explanation depth.,"7,7,4,5,4,5","6,5,4,5,6,4","7,7,6,5,6,4",YES,human_override,approved,SL-056,train
Developing,PELS-L2-EDU-057,Give me flashcard-style notes on the chapters of Organic Chemistry for class 12,Developing,EDU,intern,6,6,5,6,5,4,5.45,"Specifies format (flashcard), subject, and class. Missing board, chapter list, and quantity.",Format type and grade level present.,"No board name, chapter list, or card count.","6,6,5,7,5,4","7,7,4,7,6,3","5,7,4,6,6,3",YES,human_override,approved,SL-057,train
Developing,PELS-L2-EDU-058,Explain why sky is blue in simple language suitable for a class 8 student,Developing,EDU,synthetic,6,5,5,5,5,3,4.95,Grade level and simplicity request present. Missing output length and visual instruction.,Target audience and tone constraint included.,"No length, example, or diagram request.","5,4,4,6,4,2","5,5,5,6,6,3","6,4,4,5,6,3",NO,auto_mean,approved,SL-058,train
Developing,PELS-L2-EDU-059,List the differences between plant cell and animal cell in a table format,Developing,EDU,intern,6,6,5,6,5,4,5.45,Specifies format (table) and comparison type. Missing grade level and number of points.,Tabular format and comparison clearly stated.,"No grade, minimum points, or board specified.","7,6,4,7,4,4","7,7,6,5,5,3","7,5,6,5,5,3",YES,human_override,approved,SL-059,train
Developing,PELS-L2-EDU-060,I am weak in organic chemistry reactions. What should I focus on for board exams?,Developing,EDU,synthetic,6,5,5,5,5,4,5.05,"Identifies weakness and exam context. Missing class, board, and specific chapter.",Self-identified weakness and exam goal present.,"No class, board name, or chapter specified.","5,4,4,5,6,5","7,5,5,4,5,5","6,6,5,5,6,5",YES,human_override,approved,SL-060,train
Developing,PELS-L2-EDU-061,Summarize chapter Heredity and Evolution for class 10 CBSE in bullet points,Developing,EDU,synthetic,6,6,6,6,5,5,5.75,"Names chapter, board, and class. Requests bullet format. Missing length and level of depth.","Board, class, chapter, and format all specified.",No word limit or depth level specified.,"6,6,5,7,4,5","7,6,7,6,4,4","5,7,7,7,4,6",YES,human_override,approved,SL-061,train
Developing,PELS-L2-EDU-062,Create a 30-day study schedule for NEET biology preparation,Developing,EDU,intern,6,6,6,6,5,5,5.75,"Names exam, subject, and duration. Missing daily hours, current level, and priority topics.","Exam, subject, and timeframe present.","No daily hours, priority topics, or current level.","6,7,5,5,5,6","7,6,6,5,6,5","7,6,5,6,5,5",YES,human_override,approved,SL-062,train
Developing,PELS-L2-EDU-063,"Explain electrolysis with a simple example, suitable for class 10",Developing,EDU,synthetic,6,5,5,5,5,4,5.05,"Names concept, requests example, and specifies class. Missing output length and format.","Concept, audience grade, and example request present.",No format or word count specified.,"6,5,6,4,4,4","6,6,5,5,6,4","7,4,5,4,5,4",YES,human_override,approved,SL-063,train
Developing,PELS-L2-EDU-064,What are the important questions likely to come in class 12 physics boards?,Developing,EDU,intern,5,5,5,5,4,4,4.75,"Specifies class and subject. Missing board name, specific chapters, and year pattern.",Class and subject identified.,"No board, chapter focus, or marking weight mentioned.","5,4,5,6,3,5","6,5,5,4,3,5","5,6,5,6,4,3",YES,human_override,approved,SL-064,train
Developing,PELS-L2-EDU-065,Describe the structure of DNA with a diagram or description,Developing,EDU,synthetic,5,5,4,5,4,3,4.45,Names concept and suggests a format. Missing grade level and output length.,Concept and format hint present.,"No class, board, or length constraint.","4,5,5,4,4,3","6,5,3,4,5,4","4,6,3,5,5,2",YES,human_override,approved,SL-065,train
Developing,PELS-L2-EDU-066,Help me understand integration by parts with an example problem,Developing,EDU,synthetic,6,5,5,5,5,4,5.05,Specifies technique and requests example. Missing class and step-by-step format instruction.,Technique named and example requested.,No class level or step-by-step structure specified.,"7,5,4,4,4,4","5,6,4,5,6,4","7,6,5,5,5,4",YES,human_override,approved,SL-066,train
Developing,PELS-L2-EDU-067,What is the difference between speed and velocity? Give me two examples each.,Developing,EDU,intern,6,6,5,6,5,3,5.35,Clear comparison with example count specified. Missing grade and format.,Comparison requested with specific example count.,No grade level or table format specified.,"5,6,6,5,5,2","7,7,6,5,4,3","6,6,6,6,4,3",YES,human_override,approved,SL-067,train
Developing,PELS-L2-EDU-068,Explain the immune system for a biology class 11 student with key terms highlighted,Developing,EDU,synthetic,6,6,6,6,5,5,5.75,"Grade, format hint, and class specified. Missing length and board name.","Grade, format, and content focus present.",No word limit or board specified.,"7,6,7,7,6,5","5,6,7,6,5,5","7,7,6,6,5,4",YES,human_override,approved,SL-068,train
Developing,PELS-L2-EDU-069,Give me a revision checklist for class 12 accountancy chapter Partnership Accounts,Developing,EDU,intern,6,6,6,6,5,5,5.75,"Chapter, class, subject, and format type specified. Missing board and marking scheme weight.","Chapter, class, and format all specified.",No board or marking priority.,"7,5,7,6,4,5","5,6,7,6,6,5","6,7,7,5,5,4",YES,human_override,approved,SL-069,train
Developing,PELS-L2-EDU-070,Explain the concept of market equilibrium for an economics student,Developing,EDU,synthetic,5,5,4,5,4,3,4.45,"Names concept and mentions student type. Missing grade, depth, and example request.",Concept and audience hint present.,"No grade, example, or output format.","4,6,5,5,3,3","4,6,4,4,5,2","5,6,3,4,4,3",YES,human_override,approved,SL-070,train
Developing,PELS-L2-EDU-071,"Design 5 short-answer questions for the chapter Acids, Bases and Salts for class 10",Developing,EDU,synthetic,6,6,5,6,5,4,5.45,"Specifies question type, count, chapter, and class. Missing difficulty and answer key format.","Question type, count, chapter, grade all present.",No difficulty level or answer inclusion.,"6,7,6,6,6,3","6,7,6,6,5,5","7,6,6,5,6,3",YES,human_override,approved,SL-071,train
Developing,PELS-L2-EDU-072,Make notes on Indian freedom struggle for a history student preparing for UPSC,Developing,EDU,intern,6,6,6,6,5,5,5.75,"Names topic, audience type, and exam. Missing format, length, and specific era focus.",Exam and topic present.,"No era focus, format, or length constraint.","5,7,7,6,4,6","5,6,5,7,6,4","6,5,7,6,4,4",YES,human_override,approved,SL-072,train
Developing,PELS-L2-EDU-073,Give me 5 tips to improve my handwriting speed for board exams,Developing,EDU,synthetic,5,5,5,5,5,4,4.9,"Specific, actionable request with count. Missing subject, board, and time constraint.",Count and exam context present.,"No subject, board, or timeframe.","5,4,5,5,5,4","4,4,6,5,6,5","4,4,4,4,6,4",NO,auto_mean,approved,SL-073,train
Developing,PELS-L2-EDU-074,Explain the Doppler effect for sound with one example,Developing,EDU,intern,6,6,5,6,5,4,5.45,Specifies domain (sound) and requests example. Missing class and format.,Domain and example request specified.,No class or output format.,"7,7,4,6,6,3","5,6,6,6,5,4","7,5,5,6,6,5",YES,human_override,approved,SL-074,train
Developing,PELS-L2-EDU-075,Can you teach me the basics of matrices for class 12?,Developing,EDU,synthetic,5,5,5,5,4,4,4.75,"Names topic and class. Somewhat informal tone. Missing format, depth, and board.",Topic and grade mentioned.,"No board, depth, or format specified.","4,4,5,5,5,4","6,5,6,5,4,4","4,5,5,4,3,4",YES,human_override,approved,SL-075,train
Developing,PELS-L2-EDU-076,What are some common mistakes students make in chemistry practicals and how to avoid them?,Developing,EDU,synthetic,6,5,5,5,5,4,5.05,"Practical focus and error-avoidance framing is useful. Missing class, board, and experiment type.",Specific context (practicals) and actionable ask.,"No class, board, or specific experiment.","7,5,6,5,6,4","5,6,5,5,4,5","7,6,4,6,6,4",YES,human_override,approved,SL-076,train
Developing,PELS-L2-EDU-077,Summarize the chapter Force and Laws of Motion for quick revision,Developing,EDU,intern,5,5,5,5,4,3,4.65,"Chapter and purpose named. Missing class, board, format, and word count.",Chapter and revision goal present.,"No grade, board, format, or length.","5,4,6,5,3,4","4,6,5,6,5,4","6,4,6,4,5,4",YES,human_override,approved,SL-077,train
Developing,PELS-L2-EDU-078,"Explain acid rain, its causes and effects, for a geography student",Developing,EDU,synthetic,6,5,5,5,5,4,5.05,"Names audience type and covers causes and effects. Missing grade, format, and word count.",Topic scope and audience type present.,"No grade, format, or length specified.","5,5,5,4,6,4","7,4,4,5,5,5","6,4,4,4,6,4",YES,human_override,approved,SL-078,train
Developing,PELS-L2-EDU-079,Make a mind map structure for the chapter Reproduction in Organisms for class 12,Developing,EDU,intern,6,6,6,6,5,5,5.75,"Names chapter, format, and grade. Missing board and depth of nodes.","Format (mind map), chapter, and grade specified.",No board or node depth guidance.,"7,7,6,5,5,5","6,7,6,5,5,4","5,5,7,7,6,5",YES,human_override,approved,SL-079,train
Developing,PELS-L2-EDU-080,Explain the Budget in economics in about 100 words for a student,Developing,EDU,synthetic,6,5,6,5,5,4,5.25,Length constraint and student audience present. Missing class and example request.,Word count and audience type present.,No class or board specified.,"7,5,5,5,4,4","7,4,6,5,6,5","7,5,7,5,6,4",YES,human_override,approved,SL-080,train
Developing,PELS-L2-EDU-081,Give me 10 fill-in-the-blank questions for chapter Carbon and its Compounds,Developing,EDU,synthetic,6,6,5,6,5,4,5.45,"Format, count, and chapter specified. Missing class, board, and difficulty.","Question type, count, and chapter present.","No grade, board, or difficulty level.","5,7,4,6,4,5","7,6,6,5,6,3","7,6,6,6,6,4",YES,human_override,approved,SL-081,train
Developing,PELS-L2-EDU-082,I need help revising for my economics test next week. Give me key points.,Developing,EDU,intern,5,5,5,5,4,4,4.75,"Timeline and subject present. Missing class, specific chapters, and format.",Subject and timeline present.,"No class, chapters, or format specified.","4,4,4,4,4,4","4,4,4,6,3,4","5,5,6,6,5,5",YES,human_override,approved,SL-082,train
